<<<<<<< HEAD
date,AUTOMOTIVE,BABY CARE,BEAUTY,BEVERAGES,BOOKS,BREAD/BAKERY,CELEBRATION,CLEANING,DAIRY,DELI,EGGS,FROZEN FOODS,GROCERY I,GROCERY II,HARDWARE,HOME AND KITCHEN I,HOME AND KITCHEN II,HOME APPLIANCES,HOME CARE,LADIESWEAR,LAWN AND GARDEN,LINGERIE,"LIQUOR,WINE,BEER",MAGAZINES,MEATS,PERSONAL CARE,PET SUPPLIES,PLAYERS AND ELECTRONICS,POULTRY,PREPARED FOODS,PRODUCE,SCHOOL AND OFFICE SUPPLIES,SEAFOOD
2014/7/29,242,6,155,109457,0,21627.927,378,45022,29249,10760.21598,7258,4654.81,139970.166,957,64,1259,1259,16,10969,358,163,369,2290,57,14195.84696,9937,174,340,15662.01793,4225.329,93606.84013,36,803.1719987
2014/7/30,246,1,144,117522,0,21908.54697,495,47050,31839,10009.444,7672,5243.01801,144675.834,947,77,994,994,25,11197,394,246,319,2551,68,13705.201,10418,199,355,15997.0061,4118.758005,128120.6382,63,938.519
2014/7/31,268,10,159,110919,0,21302.759,637,47117,29626,11383.894,7536,4992.427978,148789.548,765,64,1264,1264,22,11735,385,194,383,3111,55,16612.89304,11695,174,353,17096.85103,4510.536974,79764.80617,68,896.841993
2014/8/1,314,0,159,80389,0,24565.43994,0,57750,35588,14195.301,9472,6785.365996,194549.61,1214,47,0,0,20,0,0,281,429,6606,0,25606.70501,15477,0,0,26401.86899,5038.278002,407,0,1531.225997
2014/8/2,431,0,264,94091,0,30591.2909,0,75946,45713,17244.50301,10999,8926.465996,250274.016,1368,65,0,0,31,0,0,329,522,8915,0,23381.59402,22360,0,0,26975.67092,6110.550025,637,0,1358.546998
2014/8/3,448,0,291,91730,0,32757.85597,0,75065,48118,18644.795,12564,7465.349,256528.325,1220,59,0,0,23,0,0,225,551,0,0,22632.96899,22992,0,0,26898.11491,5897.70902,353,0,1434.087998
2014/8/4,289,0,202,66305,0,26333.663,0,57313,35734,13952.373,9797,5041.984001,194758.253,1030,42,0,0,21,0,0,165,403,2375,0,16555.10799,15560,0,0,20037.35902,4157.56401,75,0,1025.999996
2014/8/5,236,0,164,57555,0,23415.313,0,50452,31707,12327.088,8157,4758.322997,172059.73,939,50,0,0,29,0,0,233,355,2738,0,15733.91803,13141,0,0,18092.22813,4070.147014,87,0,897.728998
2014/8/6,301,0,140,55308,0,23341.472,0,47434,31980,11496.899,7697,4911.531,163604.009,992,49,0,0,20,0,0,287,440,2884,0,16884.57898,12067,0,0,17412.19898,4560.617978,97,0,1007.064003
2014/8/7,237,0,127,54736,0,19933.02202,0,41491,26567,11178.59002,7075,4503.073024,141737.985,931,47,0,0,20,0,0,173,407,3357,0,16040.71598,10142,0,0,16091.62798,3988.270967,144,0,774.247998
2014/8/8,252,0,130,62264,0,21389.66003,0,42938,28613,11825.022,7227,5877.06,148536.77,1176,33,0,0,10,0,0,274,377,6080,0,22721.74297,10158,0,0,21779.063,4570.927984,368,0,1159.692999
2014/8/9,349,0,219,82135,0,26568.3561,0,54905,37511,14052.68698,9418,7944.545,191434.413,1182,58,0,0,24,0,0,313,440,7819,0,17867.22891,14550,0,0,22191.24507,5590.401022,583,0,1037.911002
2014/8/10,367,0,222,78411,0,30494.413,0,57018,41420,15404.601,11014,6046.831,204078.19,1187,52,0,0,30,0,0,252,461,0,0,17567.59801,16032,0,0,22414.85198,5624.456026,375,0,1209.82399
2014/8/11,262,0,118,57659,0,24992.995,0,46854,33543,12358.677,8904,4436.682001,165159.469,996,38,0,0,39,0,0,153,334,2276,0,15176.83601,12250,0,0,17930.343,5031.601,83,0,948.972005
2014/8/12,244,0,115,49912,0,21127.001,0,40337,27809,10460.46,8020,4162.747002,144019.722,808,40,0,0,17,0,0,149,384,2284,0,13395.55806,9685,0,0,16042.27393,4091.436,86,0,709.013999
2014/8/13,73,0,32,17246,0,6753.567,0,13243,9008,3474.843004,2320,1183.872,46902.032,299,16,0,0,11,0,0,81,121,773,0,5008.403006,2900,0,0,5177.745005,1075.357,29,0,254.538999
=======
date,AUTOMOTIVE,BABY CARE,BEAUTY,BEVERAGES,BOOKS,BREAD/BAKERY,CELEBRATION,CLEANING,DAIRY,DELI,EGGS,FROZEN FOODS,GROCERY I,GROCERY II,HARDWARE,HOME AND KITCHEN I,HOME AND KITCHEN II,HOME APPLIANCES,HOME CARE,LADIESWEAR,LAWN AND GARDEN,LINGERIE,"LIQUOR,WINE,BEER",MAGAZINES,MEATS,PERSONAL CARE,PET SUPPLIES,PLAYERS AND ELECTRONICS,POULTRY,PREPARED FOODS,PRODUCE,SCHOOL AND OFFICE SUPPLIES,SEAFOOD
2013/1/1,0,0,2,810,0,180.589,0,186,143,71.09,46,29.654999,700,1064.153751,0,0,0,0,0,0,2,5,105,0,110.801,25,0,0,42.637,37.847,0,0,0
2013/1/2,255,0,207,72092,0,26246.319,0,74629,23381,15754.5,10932,7115.388,202020,2525.625034,46,0,0,21,0,0,121,469,2411,0,20871.46403,17204,0,0,13975.88494,5338.111976,0,0,1526.750002
2013/1/3,161,0,125,52105,0,18456.48002,0,55893,18001,11172.455,7358,4760.805009,144878,2098.096318,37,0,0,15,0,0,83,366,2476,0,16597.39811,12568,0,0,10674.39398,3591.388005,0,0,1094.310994
2013/1/4,169,0,133,54167,0,16721.96901,0,52064,18148,10143.209,6760,4525.934004,135754,2081.567601,57,0,0,13,0,0,127,382,4796,0,21625.96306,11303,0,0,10772.51504,4472.96599,0,0,1293.120996
2013/1/5,342,0,191,77818,0,22367.76108,0,70128,23082,13734.94501,8576,5781.60501,188356,2324.038884,87,0,0,11,0,0,180,458,6715,0,20879.09105,16819,0,0,13475.00906,5830.07302,0,0,1245.637004
2013/1/6,360,0,265,86184,0,26861.665,0,74295,23660,16229.26,10933,6114.88201,207297,2357.510167,87,0,0,17,0,0,161,781,0,0,21880.00512,19665,0,0,15921.09698,6233.71499,0,0,1443.776992
2013/1/7,189,0,124,51619,0,17646.151,0,50036,15839,9647.739,6486,3823.622,133189,1897.98145,55,0,0,12,0,0,73,480,1865,0,18314.17508,11205,0,0,10086.556,3638.76199,0,0,947.795999
2013/1/8,229,0,116,46941,0,15805.76402,0,45075,14532,8269.916,5575,3484.745996,133290,1798.452733,57,0,0,9,0,0,96,484,2009,0,16200.31999,12109,0,0,8724.139959,3555.97002,0,0,1038.922001
2013/1/9,164,0,104,47910,0,16002.83002,0,42958,16250,7817.085,5839,3689.604025,115871,1896.924016,38,0,0,11,0,0,129,547,2256,0,19139.78295,9489,0,0,8488.299022,3994.900002,0,0,988.307997
2013/1/10,164,0,96,42390,0,14134.59703,0,38621,13557,7350.518,4652,2878.641998,96200,1525.266726,58,0,0,6,0,0,100,466,2881,0,15144.95004,7584,0,0,7398.100995,3674.29698,0,0,919.898002
2013/1/11,162,0,95,50793,0,14579.76001,0,38550,15639,8098.952,5383,3661.803003,103280,774,48,0,0,12,0,0,166,462,5044,0,20400.72507,7729,0,0,9349.832018,4216.016982,0,0,1293.596002
2013/1/12,280,0,165,72754,0,20311.584,0,56040,20530,11571.687,7360,4587.602998,151025,1064,65,0,0,12,0,0,223,660,7246,0,19029.04702,11617,0,0,11391.51899,5973.948004,0,0,1351.824
2013/1/13,326,0,228,82854,0,25426.017,0,61070,21849,14710.75803,9927,5212.57901,183099,1083,63,0,0,14,0,0,196,914,0,0,20346.38496,14566,0,0,14662.88299,6458.00001,0,0,1632.925999
2013/1/14,162,0,89,50195,0,17028.452,0,41137,14780,8669.634,5948,3309.226,112128,718,31,0,0,4,0,0,71,701,1869,0,15157.17105,8259,0,0,8381.717039,3713.271995,0,0,996.889999
2013/1/15,165,0,110,46604,0,16764.118,0,41274,14908,8709.62299,5680,3185.779996,114578,755,51,0,0,6,0,0,106,612,1855,0,21466.08696,8790,0,0,8715.745979,3801.54603,0,0,992.65
2013/1/16,171,0,139,49122,0,17517.78298,0,45278,17875,8708.053004,6460,3725.715997,124276,704,60,0,0,3,0,0,170,607,2484,0,16758.84696,9366,0,0,9081.146008,4629.745995,0,0,1211.623002
2013/1/17,192,0,116,41646,0,15154.472,0,37144,14384,7954.462004,4895,3006.747999,103443,783,51,0,0,3,0,0,97,552,2603,0,15596.24,7503,0,0,7620.589976,3824.448,0,0,929.5560005
2013/1/18,170,0,89,50245,0,15811.88602,0,40049,16354,8433.41,5658,3418.120991,106982,765,47,0,0,3,0,0,145,686,4872,0,20140.30901,7462,0,0,9281.115986,4261.301016,0,0,1257.707001
2013/1/19,281,0,166,77014,0,21668.79403,0,57508,21939,12823.79101,8388,4806.186009,165079,1161,65,0,0,4,0,0,217,974,7638,0,19438.809,12848,0,0,12669.53494,6256.31304,0,0,1514.423995
2013/1/20,370,0,216,83841,0,25184.16605,0,59823,22377,14488.681,9965,5205.459,180666,1120,93,0,0,3,0,0,178,990,0,0,19616.94404,14703,0,0,14530.793,6094.434965,0,0,1626.908
2013/1/21,189,0,123,51118,0,17811.85197,0,43332,15761,9188.35098,6309,3310.514,122481,742,41,0,0,4,0,0,67,649,1871,0,14964.11804,9067,0,0,9278.286965,3889.237992,0,0,1014.906003
2013/1/22,163,0,106,42931,0,15367.80199,0,44098,14133,7910.383,5284,2985.135,123066,736,52,0,0,0,0,0,120,570,1916,0,14906.88098,9960,0,0,7386.559012,3529.123002,0,0,993.845999
2013/1/23,198,0,86,43549,0,15693.49798,0,39310,15529,7840.609,5730,3434.374011,112342,773,46,0,0,2,0,0,135,652,2052,0,14830.37402,7630,0,0,8236.131007,4092.232015,0,0,1097.235005
2013/1/24,156,0,76,38394,0,14425.08802,0,33314,13177,7438.385,4541,2347.526002,96882,675,26,0,0,2,0,0,54,602,2741,0,14439.947,6254,0,0,7133.687974,3768.988,0,0,798.068999
2013/1/25,177,0,92,46689,0,16561.232,0,39071,16239,8409.391,5748,2918.392003,107648,863,45,0,0,3,0,0,135,546,4797,0,18415.62099,6904,0,0,9472.988986,4141.350956,0,0,1146.795995
2013/1/26,302,0,167,69586,0,21061.09198,0,54997,21641,12596.615,8160,4214.642008,159843,1056,52,0,0,6,0,0,171,778,7127,0,19899.22498,12274,0,0,12336.02,6141.714005,0,0,1390.460005
2013/1/27,332,0,181,70851,0,23905.38303,0,56881,21715,13759.782,9372,4880.221001,172363,991,60,0,0,4,0,0,157,762,0,0,19056.24014,13553,0,0,13938.21405,6208.775008,0,0,1441.376005
2013/1/28,171,0,113,42178,0,16794.32996,0,39750,14698,9047.142,5949,2988.31299,115001,712,32,0,0,2,0,0,39,562,1772,0,14206.66601,8176,0,0,8585.101014,3770.483983,0,0,913.134
2013/1/29,177,0,90,40592,0,14723.319,0,37370,13979,7794.07801,5175,2714.615002,104878,731,60,0,0,1,0,0,69,490,2019,0,14320.17507,7431,0,0,7318.931993,3624.568,0,0,931.1310025
2013/1/30,209,0,95,44583,0,15144.5,0,40999,15792,7721.62998,5570,3217.917,109595,810,65,0,0,3,0,0,114,500,2417,0,13814.12005,7460,0,0,7812.140023,4141.628002,0,0,997.191998
2013/1/31,171,0,114,43078,0,14419.60298,0,37971,13845,8151.108,4783,2721.381996,106030,732,37,0,0,4,0,0,106,559,2731,0,15586.90201,8193,0,0,7515.26502,3582.892988,0,0,923.065002
2013/2/1,254,0,146,56866,0,17346.746,0,52619,18803,10498.301,6918,3712.121998,143725,809,58,0,0,3,0,0,124,546,5307,0,22128.33127,10841,0,0,12681.82704,4699.514965,0,0,1316.212996
2013/2/2,405,0,239,79804,0,23659.7139,0,74849,24619,14902.296,9486,5338.998001,209880,1104,73,0,0,0,0,0,195,804,8444,0,23947.55306,17520,0,0,15624.82681,6484.074946,0,0,1507.999997
2013/2/3,420,0,246,72329,0,22997.431,0,71129,22983,14900.052,10050,5263.059,200916,1191,70,0,0,7,0,0,145,890,0,0,20703.61113,17617,0,0,16522.96403,6346.32202,0,0,1610.380994
2013/2/4,266,0,150,44528,0,17773.102,0,50354,16580,10239.78901,6677,3379.371989,145431,839,50,0,0,1,0,0,64,497,2109,0,18700.97805,11030,0,0,10379.74896,4202.802006,0,0,1056.923003
2013/2/5,269,0,132,42741,0,15931.481,0,47853,15780,9341.83202,6001,3154.338004,136560,792,35,0,0,0,0,0,119,578,2103,0,15899.33105,9921,0,0,9095.463058,3978.725999,0,0,960.667999
2013/2/6,220,0,132,46479,0,16204.95002,0,46676,17152,8654.142,5945,3577.606996,130045,741,41,0,0,3,0,0,161,730,3310,0,18319.30613,9335,0,0,8607.582996,4218.89201,0,0,985.696999
2013/2/7,206,0,108,46000,0,15197.28202,0,41248,14610,8220.53301,5168,2997.557004,115368,799,36,0,0,3,0,0,98,787,3758,0,15303.38494,8018,0,0,8081.044015,3895.96999,0,0,904.759998
2013/2/8,309,0,141,62111,0,17355.07097,0,44114,17588,9627.113,6217,3319.627004,135989,930,43,0,0,3,0,0,142,772,6426,0,18571.68898,8020,0,0,9960.698951,4547.889,0,0,1254.702003
2013/2/9,402,0,177,67626,0,20273.89902,0,54656,21084,12258.346,8167,3833.387008,165328,958,66,0,0,3,0,0,190,986,9897,0,20139.72902,11353,0,0,11998.34501,5689.19601,0,0,1090.377005
2013/2/10,268,0,111,52689,0,15232.682,0,39606,14985,9121.193,5888,2594.465997,116520,738,60,0,0,3,0,0,170,912,7073,0,12895.58501,7945,0,0,9074.26499,4181.216995,0,0,883.920997
2013/2/11,216,0,115,47522,0,14311.96396,0,34940,14945,8548.876006,5665,2789.297,106539,671,49,0,0,1,0,0,161,601,8146,0,12922.622,6600,0,0,8642.55796,4310.345001,0,0,930.926999
2013/2/12,320,0,134,47483,0,16711.43197,0,39825,16735,9745.057,7322,3581.272998,123067,812,56,0,0,3,0,0,151,813,3653,0,14062.628,8351,0,0,10367.13693,4419.013014,0,0,1189.250998
2013/2/13,208,0,107,46575,0,17940.172,0,43666,18255,9255.086,7001,3485.053988,132882,899,39,0,0,1,0,0,162,588,2260,0,14384.17898,8129,0,0,8411.432997,4108.278,0,0,1241.727997
2013/2/14,161,0,80,41366,0,15044.30898,0,36495,15812,8286.059,5245,2679.537998,139200,1046,45,0,0,2,0,0,105,672,4507,0,15119.58001,9666,0,0,7762.873973,3815.695994,0,0,1053.961002
2013/2/15,178,0,104,51659,0,16295.11094,0,45162,17682,9078.757,6393,3286.091002,125907,1037,41,0,0,1,0,0,136,380,955,0,18597.42699,7944,0,0,9649.863978,4277.269005,0,0,1405.364997
2013/2/16,377,0,217,81385,0,24249.319,0,63974,24995,14379.10798,9824,5151.261003,199339,1405,54,0,0,3,0,0,182,506,0,0,23078.066,14350,0,0,13974.86604,6460.580977,0,0,1756.29301
2013/2/17,334,0,175,66902,0,22717.47801,0,49745,20423,12373.622,8754,4375.72799,164343,1195,53,0,0,1,0,0,133,444,0,0,16732.55798,11993,0,0,12054.48404,5425.322,0,0,1414.717993
2013/2/18,182,0,111,51503,0,19537.965,0,47713,17738,10392.68601,7271,3716.451001,146894,893,64,0,0,2,0,0,94,387,1952,0,17019.63011,9869,0,0,10167.53306,4064.90101,0,0,1173.406999
2013/2/19,237,0,104,43284,0,16208.673,0,40778,15049,8315.74899,5607,3008.794,122032,712,38,0,0,1,0,0,90,359,2026,0,15522.62797,7897,0,0,7843.538969,3496.86002,0,0,1027.559005
2013/2/20,239,0,118,47312,0,17065.727,0,42701,17373,8713.453,6250,3458.153995,129748,823,46,0,0,3,0,0,112,329,2316,0,15074.81802,8560,0,0,8211.301005,4151.197022,0,0,1198.511993
2013/2/21,164,0,96,41292,0,14649.607,0,36251,14300,8158.234,4745,2659.369002,107321,762,37,0,0,1,0,0,70,303,2884,0,15218.02304,6854,0,0,7423.853983,3486.503988,0,0,1035.518003
2013/2/22,181,0,90,46619,0,15167.90502,0,36216,16639,8218.844,5931,2745.509001,109427,896,30,0,0,1,0,0,165,297,4636,0,17697.89506,6695,0,0,8862.193054,3824.272995,0,0,1340.250003
2013/2/23,275,0,141,69259,0,20792.97601,0,52284,21876,12281.88699,7977,4076.964996,165049,1099,60,0,0,4,0,0,162,464,7573,0,19033.62801,10854,0,0,12487.79807,5839.21004,0,0,1307.885
2013/2/24,390,0,192,77335,0,24415.13103,0,56132,22905,14303.829,9936,4911.931004,185535,1186,63,0,0,12,0,0,176,500,0,0,18946.18599,13474,0,0,14674.94007,5942.531018,0,0,1695.577992
2013/2/25,220,0,112,48718,0,17073.48698,0,42106,15494,9355.790004,6241,2927.986022,124754,805,68,0,0,7,0,0,70,342,2081,0,14386.16291,8422,0,0,8917.479995,3969.830025,0,0,1040.140002
2013/2/26,170,0,83,41366,0,15010.861,0,36171,14537,7939.966996,5173,2708.784002,109465,649,39,0,0,13,0,0,58,299,1926,0,15373.64406,7350,0,0,7546.365001,3654.743005,0,0,891.6430055
2013/2/27,173,0,82,44791,0,15506.84399,0,38158,16441,7872.948,5616,3141.981,116218,816,54,0,0,19,0,0,124,278,2738,0,16290.14496,7426,0,0,7598.254984,4026.511993,0,0,1031.313997
2013/2/28,176,0,104,42710,0,15138.08495,0,37557,14490,8785.882,4956,2831.503001,111918,697,46,0,0,18,0,0,66,389,3602,0,14285.64099,8030,0,0,7743.117933,3590.868016,0,0,982.195
2013/3/1,198,0,125,56760,0,18220.95901,0,50716,20165,10891.14802,6950,3855.361003,152910,1037,49,0,0,25,0,0,143,439,5561,0,21188.51797,11094,0,0,12374.51606,4659.632,0,0,1536.031002
2013/3/2,353,0,209,86736,0,24611.64,0,73145,26680,15992.10701,10019,5170.328022,228251,1198,68,0,0,53,0,0,198,594,8161,0,24000.71213,17706,0,0,16380.87509,6597.668003,0,0,1732.875003
2013/3/3,383,0,238,87516,0,28286.35499,0,74686,26544,17358.384,11690,6147.89397,236046,1254,75,0,0,59,0,0,134,701,0,0,22957.83302,19073,0,0,18187.60901,6603.171045,0,0,1880.333996
2013/3/4,188,0,127,55912,0,20356.70798,0,53750,18023,11730.717,7489,3799.938001,161101,976,65,0,0,30,0,0,79,433,1949,0,19374.24916,11864,0,0,10869.80198,4255.591986,0,0,1274.672998
2013/3/5,139,0,94,51642,0,16909.35803,0,46642,16133,9374.95,5993,3188.837001,137837,861,57,0,0,45,0,0,104,397,2038,0,16526.5221,9922,0,0,9323.364069,3894.91599,0,0,1068.046001
2013/3/6,233,0,88,50242,0,17824.10002,0,45721,18463,9027.87099,6353,3530.536996,138260,981,54,0,0,43,0,0,168,490,2527,0,17772.40496,9368,0,0,8976.226003,4420.138,0,0,1184.304003
2013/3/7,201,0,100,46922,0,15233.154,0,40193,15550,8819.298,5152,2847.912999,116964,810,35,0,0,29,0,0,89,397,2573,0,15972.83802,8312,0,0,8102.016018,3745.68698,0,0,1051.620998
2013/3/8,166,0,89,51941,0,15648.71101,0,40153,16555,8609.267,5442,3067.045001,126782,821,44,0,0,30,0,0,223,320,5936,0,17607.64996,7487,0,0,9923.214022,4386.603976,0,0,1369.188994
2013/3/9,272,0,171,78980,0,21947.73498,0,58473,23473,13512.501,8641,4693.131,179740,1168,63,0,0,36,0,0,150,532,7624,0,20406.66497,12859,0,0,12916.68095,6057.97297,0,0,1542.810997
2013/3/10,321,0,208,78363,0,25344.364,0,59179,23395,14659.255,9981,4948.192,188374,1197,62,0,0,47,0,0,180,478,0,0,18953.57999,14042,0,0,14451.37814,5940.49102,0,0,1735.495996
2013/3/11,196,0,92,50501,0,18189.346,0,43358,16493,9886.70702,6431,3256.640001,129310,707,56,0,0,36,0,0,70,325,1833,0,15164.973,8704,0,0,8940.910014,3725.352985,0,0,1103.204001
2013/3/12,149,0,111,42810,0,15095.216,0,37032,14588,8036.663,5197,2982.358,110553,631,39,0,0,30,0,0,112,352,2121,0,13427.72003,7045,0,0,7071.407009,3501.82497,0,0,938.189
2013/3/13,175,0,95,45023,0,16368.494,0,40020,16827,8083.562,5906,3221.52,113734,886,27,0,0,42,0,0,144,276,2165,0,14739.40896,7171,0,0,7867.774027,4002.23399,0,0,1095.670999
2013/3/14,174,0,100,39000,0,14730.508,0,32759,13784,7461.858,4676,2619.853001,97180,755,42,0,0,27,0,0,78,296,2268,0,14186.0261,6167,0,0,6875.926001,3337.871,0,0,1023.377999
2013/3/15,172,0,80,50897,0,16425.94202,0,42240,17758,8957.02,6128,3152.985997,121756,937,49,0,0,24,0,0,197,388,5060,0,18044.76019,7819,0,0,9997.117011,4305.530995,0,0,1489.734001
2013/3/16,370,0,168,76480,0,23632.95898,0,63682,24927,13833.242,9318,7682.30299,196087,1109,51,0,0,37,0,0,168,614,8109,0,20405.66597,13643,0,0,13590.08299,6233.33904,480,0,1612.841998
2013/3/17,360,0,192,82922,0,27807.539,0,66896,25339,15852.167,11154,6624.252,213852,1281,70,0,0,41,0,0,199,579,0,0,20549.18992,15553,0,0,15441.77398,6557.96102,328,0,1840.702
2013/3/18,228,0,109,47279,0,19404.313,0,44675,16948,9986.784,6814,3848.665988,139653,855,42,0,0,31,0,0,65,405,1581,0,15073.45901,9393,0,0,8626.865018,4138.716021,38,0,1088.999998
2013/3/19,259,0,85,42741,0,16149.74899,0,40183,15283,8466.103004,5636,3421.257995,122446,698,40,0,0,24,0,0,106,406,1779,0,16344.20192,7698,0,0,7693.962982,3599.544,73,0,888.427006
2013/3/20,181,0,101,47078,0,17250.20897,0,45118,18318,8034.601,6306,4067.915001,134763,791,34,0,0,37,0,0,148,427,2233,0,14712.96397,8108,0,0,8149.442001,4170.403,75,0,1103.473004
2013/3/21,206,0,78,38349,0,15342.804,0,36121,14709,7491.505,5036,3376.029999,110724,770,50,0,0,22,0,0,103,359,2739,0,15246.18996,6670,0,0,7021.581991,3519.942999,104,0,1092.074004
2013/3/22,237,0,73,50035,0,15243.59997,0,38594,17845,7947.226,5777,4377.731996,118742,942,33,0,0,29,0,0,160,301,4587,0,17167.91899,7142,0,0,8947.814017,4324.10401,232,0,1363.05899
2013/3/23,344,0,132,75968,0,21902.91,0,59222,24374,12928.36403,8685,7044.246,181659,1170,76,0,0,49,0,0,197,503,7961,0,18677.82495,11730,0,0,12476.98311,6195.199004,449,0,1447.475992
2013/3/24,313,0,162,75445,0,24180.8039,0,56522,23287,13606.59197,9822,5792.776,187229,1133,68,0,0,42,0,0,167,436,0,0,17413.32691,12883,0,0,13416.9721,6027.34606,321,0,1526.820009
2013/3/25,227,0,111,49999,0,17674.252,0,42234,17325,8720.502,6433,3785.628008,131191,832,37,0,0,37,0,0,105,379,2105,0,15029.38,8110,0,0,8110.58896,4019.578994,93,0,1001.679999
2013/3/26,183,0,83,42925,0,14769.98798,0,35316,16443,7164.40799,5414,3236.651997,115064,730,44,0,0,28,0,0,138,337,4173,0,11727.51395,6784,0,0,6320.350016,3978.466964,108,0,850.857004
2013/3/27,216,0,96,48816,0,16657.19297,0,40165,22602,7207.61999,6616,3969.45499,131166,740,38,0,0,26,0,0,155,377,2909,0,11380.13105,7379,0,0,6657.21602,5133.036994,111,0,1274.496989
2013/3/28,232,0,96,55021,0,16780.02697,0,39539,24350,8118.287004,7016,4238.794005,142282,766,35,0,0,35,0,0,128,349,4806,0,13092.24603,8017,0,0,6570.192011,6164.063,213,0,1444.660001
2013/3/29,317,0,137,61859,0,16729.64802,0,38905,22635,8455.535,7468,5139.446002,138065,939,54,0,0,32,0,0,147,470,6236,0,12440.10396,8852,0,0,8595.298999,6347.477016,335,0,1354.622999
2013/3/30,336,0,158,76877,0,20997.36198,0,59507,21678,12877.178,8137,6789.321,184463,1294,56,0,0,46,0,0,205,493,7199,0,17847.59199,14133,0,0,11989.50806,5809.49501,728,0,1040.899999
2013/3/31,306,0,193,77181,0,24308.85492,0,60644,22014,14166.03,9347,5675.35099,193663,1231,69,0,0,65,0,0,153,449,0,0,18101.77399,14526,0,0,12932.01307,5612.93298,349,0,1120.684001
2013/4/1,244,0,141,60003,0,22030.397,0,59754,20547,12558.66697,8316,4674.215001,185526,1034,43,0,0,35,0,0,69,439,1793,0,20948.11593,13536,0,0,11456.62101,4548.565,64,0,1055.867
2013/4/2,235,0,118,54001,0,18770.998,0,54174,18358,10432.91,6797,4037.354003,162516,897,53,0,0,30,0,0,116,428,2179,0,17594.18494,11852,0,0,10417.98802,3770.515003,62,0,892.877998
2013/4/3,188,0,89,55428,0,19051.261,0,52740,19411,9751.01799,6803,4531.658003,158484,924,53,0,0,41,0,0,143,393,2392,0,17686.41186,10776,0,0,9475.532042,4410.55198,86,0,873.6430003
2013/4/4,193,0,92,46133,0,16338.249,0,42335,15572,8514.446996,5149,3854.699,128403,762,61,0,0,18,0,0,118,406,2513,0,15746.31298,9389,0,0,8505.154995,3687.002987,137,0,811.520005
2013/4/5,219,0,87,54537,0,16299.34005,0,42893,17628,9438.98,5852,4672.634,130952,874,54,0,0,36,0,0,167,397,4976,0,20537.614,11001,0,0,10348.49298,4131.05,289,0,1004.671
2013/4/6,341,0,182,85635,0,23135.26602,0,65129,25030,14187.958,8930,8094.94,207627,1213,58,0,0,32,0,0,245,602,8065,0,23106.061,16044,0,0,13598.484,6389.718004,562,0,1216.787
2013/4/7,345,0,196,85682,0,27236.49108,0,65394,25301,15941.52,10572,6521.829,217132,1230,53,0,0,50,0,0,160,535,0,0,20998.97693,17984,0,0,15874.58291,6319.88296,335,0,1186.093997
2013/4/8,223,0,120,52047,0,18608.311,0,46974,16770,10111.33002,6591,4119.209999,148646,894,40,0,0,39,0,0,101,472,1693,0,14505.46699,10882,0,0,9180.722956,3726.035978,68,0,838.739
2013/4/9,196,0,105,47664,0,16091.92599,0,39987,14774,8530.881004,5304,3538.401,128563,866,44,0,0,31,0,0,94,319,2091,0,16580.30898,9196,0,0,7886.891002,3561.735984,51,0,860.6579977
2013/4/10,199,0,105,49143,0,16693.611,0,41838,17468,8192.36199,5926,4002.398999,128249,929,46,0,0,27,0,0,164,366,2357,0,14642.17799,9327,0,0,8164.493956,3973.927003,88,0,945.404003
2013/4/11,165,0,98,47706,0,15182.69697,0,36878,14694,8043.862,4756,3673.195016,133566,973,44,0,0,25,0,0,88,342,2747,0,15014.20803,7747,0,0,6950.238996,3419.912,128,0,982.299998
2013/4/12,239,0,102,55103,0,15295.96302,0,39870,16546,8531.25098,5751,4909.360999,119148,863,60,0,0,29,0,0,139,364,5519,0,17962.60697,8479,0,0,9726.889066,4167.412993,302,0,1287.483003
2013/4/13,307,0,161,78856,0,21598.36303,0,56316,23140,12908.271,8345,7514.91003,182298,1136,68,0,0,46,0,0,212,465,7787,0,18232.88304,14377,0,0,12267.05098,5403.73997,560,0,1443.279
2013/4/14,357,0,187,81527,0,25094.88001,0,58948,23543,14594.74498,9945,6313.942998,199989,1161,63,0,0,45,0,0,170,549,0,0,18499.07499,15565,0,0,14216.17187,5573.70697,334,0,1741.626993
2013/4/15,215,0,105,52278,0,18994.583,0,44373,16801,10137.304,6613,4127.436,141263,912,47,0,0,41,0,0,71,374,2143,0,15273.94901,10226,0,0,9598.817041,3867.843003,71,0,1179.526001
2013/4/16,221,0,116,50665,0,17362.891,0,45225,16303,9404.714,6254,4023.893,139074,881,23,0,0,37,0,0,105,445,2014,0,16476.335,10284,0,0,9545.88104,3818.975012,47,0,1105.191001
2013/4/17,214,0,90,48816,0,17636.59999,0,42197,18094,8763.861996,6357,4371.600001,144229,922,39,0,0,34,0,0,145,352,2443,0,16576.57097,9835,0,0,8594.797006,3988.45398,80,0,1211.635001
2013/4/18,166,0,68,41733,0,15266.875,0,34874,14322,8194.984996,4872,3580.220996,120743,789,26,0,0,26,0,0,104,417,2666,0,14731.39997,7553,0,0,7495.189993,3265.117001,84,0,947.721999
2013/4/19,268,0,70,51501,0,16040.26896,0,39745,16648,9017.997,5836,4799.615004,120012,1034,37,0,0,34,0,0,141,354,4815,0,18017.59198,8087,0,0,9507.357984,4060.083022,311,0,1252.790995
